"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","입소정원","자격소유인원수","총인원수","인허가번호","상세영업상태명"
"3745","정릉꿈에그린(아)경로당","서울특별시 성북구 정릉동 정릉꿈에그린 ","","20170808","운영중","","","","","","","","","","3070000201800004","운영"
"3744","구파발10단 제3경로당","서울특별시 은평구 진관동 은평뉴타운구파발 ","","20121212","운영중","","","","","","","22","","","3110000201800003","운영"
"3743","아현 아이파크 경로당","서울특별시 마포구 아현동 104동 ","","20180406","운영중","","","","","","","23","","","3130000201800004","운영"
"3742","상암월드컵파크12단지(아)경로당","서울특별시 마포구 상암동 상암월드컵파크12단지 ","","20110414","운영중","","","","","","","","","","3130000201800014","운영"
"3741","상암월드컵파크11단지 경로당","서울특별시 마포구 상암동 상암월드컵파크11단지 ","","20121024","운영중","","","","","","","36","","","3130000201800013","운영"
"3740","월드컵아이파크106동 경로당","서울특별시 마포구 성산동 월드컵아이파크 ","","20121126","운영중","","","","","","","30","","","3130000201800012","운영"
"3739","공덕5차래미안아파트A 경로당","서울특별시 마포구 공덕동 래미안 공덕5차 ","","20120118","운영중","","","","","","","28","","","3130000201800011","운영"
"3738","한강밤섬자이아파트 경로당","서울특별시 마포구 하중동 한강밤섬자이 ","","20120709","운영중","","","","","","","29","","","3130000201800010","운영"
"3737","창전삼성(아)경로당","서울특별시 마포구 창전동 창전동삼성아파트 ","","20060117","운영중","","","","","","","22","","","3130000201800009","운영"
"3736","SH공사공덕2차삼성아파트 경로당","서울특별시 마포구 공덕동 ","","20150203","운영중","","","","","","","36","","","3130000201800008","운영"
"3735","마포래미안푸르지오아파트4단지경로당","서울특별시 마포구 아현동 마포래미안푸르지오 ","","20151001","운영중","","","","","","","45","","","3130000201800007","운영"
"3734","마포래미안푸르지오아파트2단지경로당","서울특별시 마포구 아현동 마포래미안푸르지오 ","","20151001","운영중","","","","","","","51","","","3130000201800006","운영"
"3733","다솜경로당","서울특별시 마포구 성산동 ","","20151201","운영중","","","","","","","20","","","3130000201800005","운영"
"3732","서강해모로아파트 경로당","서울특별시 마포구 창전동 서강 해모로아파트 경로당 ","","20180313","운영중","","","","","","","","","","3130000201800003","운영"
"3731","반포힐스테이트 경로당","서울특별시 서초구 반포동 반포 힐스테이트 ","","20180410","운영중","","","","","","","","","","3210000201800003","운영"
"3730","상암휴먼시아2단지(아)경로당","서울특별시 마포구 상암동 휴먼시아 ","","20100208","운영중","","","","","","","20","","","3130000201800016","운영"
"3729","마포자이2차아파트 경로당","서울특별시 마포구 대흥동 ","","20141202","운영중","","","","","","","32","","","3130000201800015","운영"
"3728","롯데캐슬헤론(아)경로당","서울특별시 서초구 방배동 롯데캐슬헤론 ","","20180404","운영중","","","","","","","","","","3210000201800002","운영"
"3727","마곡엠밸리10단지아파트경로당","서울특별시 강서구 마곡동 ","","20180326","운영중","","","","","","","","","","3150000201800004","운영"
"3726","마곡엠밸리1단지 경로당","서울특별시 강서구 마곡동 ","","20160930","운영중","","","","","","","24","","","3150000201600018","운영"
"3725","해태경로당","서울특별시 강서구 화곡동 ","","20150529","운영중","","","","","","","34","","","3150000201500019","운영"
"3724","마곡엠밸리5단지(아)경로당","서울특별시 강서구 마곡동 ","","20150528","운영중","","","","","","","24","","","3150000201500018","운영"
"3723","LH강남힐스테이트(아)경로당","서울특별시 강남구 자곡동 엘에이치강남힐스테이트 ","","20151208","운영중","","","","","","","93","","20","3220000201500019","운영"
"3722","윗반고개마을경로당","서울특별시 강남구 세곡동 ","","20151208","운영중","","","","","","","0","","44","3220000201500020","운영"
"3721","천삼 경로당","서울특별시 강동구 천호동 ","","20030513","운영중","","","","","","","","","","3240000201600002","운영"
"3720","공덕자이제2경로당","서울특별시 마포구 아현동 ","","20160620","운영중","","","","","","","0","","","3130000201600008","운영"
"3719","신정숲속마을아파트","서울특별시 양천구 신정동 ","","20170510","운영중","","","","","","","","","","3140000201700009","운영"
"3718","대원칸타빌1차아파트","서울특별시 양천구 목동 ","","20170531","운영중","","","","","","","","","","3140000201700008","운영"
"3717","느티나무경로당","서울특별시 마포구 연남동 ","","20140410","운영중","","","","","","","0","","","3130000201600005","운영"
"3716","가좌행복경로당","서울특별시 마포구 성산동 ","","20170824","운영중","","","","","","","47","","","3130000201700009","운영"
"3715","서초5차e편한세상 경로당","서울특별시 서초구 서초동 서초5차대림이-편한세상 ","","20170224","운영중","","","","","","","","","","3210000201700003","운영"
"3714","구립 천호문구거리 경로당","서울특별시 강동구 천호동 ","","20161222","운영중","","","","","","","34","","","3240000201600008","운영"
"3713","텐즈힐 행복 경로당","서울특별시 성동구 하왕십리동 ","","20160912","운영중","","","","","","","","","","3030000201600009","운영"
"3712","텐즈힐 열린 경로당","서울특별시 성동구 하왕십리동 ","","20160912","운영중","","","","","","","","","","3030000201600008","운영"
"3711","강일리버파크11단지아파트경로당","서울특별시 강동구 강일동 강일리버파크11단지 ","","20170214","운영중","","","","","","","25","","","3240000201700002","운영"
"3710","선린공원 어르신사랑방","서울특별시 강동구 성내동 ","","20180219","운영중","","","","","","","","","","3240000201800004","운영"
"3709","둔촌2동 어르신사랑방","서울특별시 강동구 둔촌동 102호","","20180228","운영중","","","","","","","","","","3240000201800003","운영"
"3708","DMC파크뷰자이1단지경로당","서울특별시 서대문구 남가좌동 ","","20160927","운영중","","","","","","","93","","","3120000201600015","운영"
"3707","마포 래미안 웰스트림 경로당","서울특별시 마포구 현석동 ","","20170110","운영중","","","","","","","55","","","3130000201700001","운영"
"3706","이편한세상보문","서울특별시 성북구 보문동3가 이편한세상보문 101동 ","","20150701","운영중","","","","","","","","","","3070000201700006","운영"
"3705","구립의정경로당","서울특별시 영등포구 신길동 선원 가와인 201호","","20171117","운영중","","","","","","","42","","","3180000201700007","운영"
"3704","올림픽파크한양수자인경로당","서울특별시 강동구 성내동 ","","20171026","운영중","","","","","","","","","","3240000201700012","운영"
"3703","북한산래미안205동경로당","서울특별시 은평구 불광동 205동 ","","20150720","운영중","","","","","","","0","","","3110000201500008","운영"
"3702","강남한양수자인(아)경로당","서울특별시 강남구 자곡동 ","","20150713","운영중","","","","","","","0","","85","3220000201500011","운영"
"3701","휴플러스6단지경로당","서울특별시 강남구 율현동 강남한신휴플러스6단지 ","","20170818","운영중","","","","","","","51","","","3220000201700012","운영"
"3700","신동방경로당","서울특별시 성북구 장위동 ","","20180213","운영중","","","","","","","","","","3070000201800002","운영"
"3699","상암카이저팰리스클래식경로당","서울특별시 마포구 상암동 ","","20111209","운영중","","","","","","","57","","","3130000201800001","운영"
"3698","힐스테이트백련산4차아파트경로당","서울특별시 은평구 응암동 ","","20171213","운영중","","","","","","","","","","3110000201700017","운영"
"3697","에스티움2경로당","서울특별시 영등포구 신길동 ","","20180119","운영중","","","","","","","","","","3180000201800005","운영"
"3696","에스티움경로당","서울특별시 영등포구 신길동 ","","20180119","운영중","","","","","","","","","","3180000201800004","운영"
"3695","상암월드컵파크9단지경로당","서울특별시 마포구 상암동 상암월드컵파크9단지 ","","20110328","운영중","","","","","","","67","","","3130000201700011","운영"
"3694","강서쌍용예가아파트경로당","서울특별시 강서구 염창동 ","","20170216","운영중","","","","","","","30","","","3150000201700002","운영"
"3693","동원데자뷰아파트 경로당(신월5동)","서울특별시 양천구 신월동 수명산 동원데쟈뷰 아파트 ","","20170207","운영중","","","","","","","","","","3140000201700004","운영"
"3692","목동힐스테이트아파트경로당","서울특별시 양천구 신정동 목동힐스테이트 ","","20161125","운영중","","","","","","","","","","3140000201700003","운영"
"3691","신정뉴타운 두산위브아파트경로당","서울특별시 양천구 신월동 ","","20161027","운영중","","","","","","","40","","","3140000201700002","운영"
"3690","홍남경로당","서울특별시 서대문구 홍은동 ","","20161226","운영중","","","","","","","54","","","3120000201600019","운영"
"3689","홍제성원아파트경로당","서울특별시 서대문구 홍제동 ","","20170801","운영중","","","","","","","34","","","3120000201700004","운영"
"3688","라이프씨티아파트경로당","서울특별시 은평구 갈현동 ","","20141223","운영중","","","","","","","","","","3110000201700003","운영"
"3687","독산동한양수자인아파트경로당","서울특별시 금천구 독산동 한양수자인 ","","20160725","운영중","","","","","","","26","","","3170000201600006","운영"
"3686","불광SH빌경로당","서울특별시 은평구 불광동 불광에스에이치빌 ","","20160519","운영중","","","","","","","0","","","3110000201600009","운영"
"3685","서초포레스타2단지(아) 경로당","서울특별시 서초구 내곡동 서초포레스타2단지(아) 경로당 212동 ","","20160503","운영중","","","","","","","41","","","3210000201600001","운영"
"3684","상암월드컵파크10단지@경로당","서울특별시 마포구 상암동 상암월드컵파크10단지 ","","20101221","운영중","","","","","","","49","","","3130000201700002","운영"
"3683","래미안 신반포팰리스 경로당","서울특별시 서초구 잠원동 ","","20170102","운영중","","","","","","","36","","","3210000201700001","운영"
"3682","덕수궁롯데캐슬아파트 경로당","서울특별시 중구 순화동 덕수궁롯데캐슬 ","","20171019","운영중","","","","","","","","","","3010000201700001","운영"
"3681","래미안대치팰리스1단지 경로당","서울특별시 강남구 대치동 ","","20170417","운영중","","","","","","","77","","","3220000201700006","운영"
"3680","래미안대치팰리스2단지경로당","서울특별시 강남구 대치동 ","","20170206","운영중","","","","","","","38","","","3220000201700004","운영"
"3679","상암휴먼시아1단지@경로당","서울특별시 마포구 상암동 휴먼시아 ","","20100208","운영중","","","","","","","32","","","3130000201700003","운영"
"3678","불광롯데캐슬4차아파트경로당","서울특별시 은평구 불광동 201동 ","","20170516","운영중","","","","","","","","","","3110000201700009","운영"
"3677","증산제2경로당","서울특별시 은평구 증산동 ","","20170516","운영중","","","","","","","","","","3110000201700008","운영"
"3676","공덕자이경로당","서울특별시 마포구 아현동 ","","20150722","운영중","","","","","","","54","","","3130000201700007","운영"
"3675","공덕5차래미안B경로당","서울특별시 마포구 공덕동 래미안 공덕5차 ","","20120118","운영중","","","","","","","28","","","3130000201700006","운영"
"3674","구립대신경로당","서울특별시 영등포구 신길동 ","","20170517","운영중","","","","","","","","","","3180000201700003","운영"
"3673","래미안프레비뉴경로당","서울특별시 영등포구 신길동 ","","20170517","운영중","","","","","","","","","","3180000201700002","운영"
"3672","래미안힐스테이트고덕(여)경로당","서울특별시 강동구 고덕동 ","","20170927","운영중","","","","","","","","","","3240000201700011","운영"
"3671","래미안힐스테이트고덕(남)경로당","서울특별시 강동구 고덕동 ","","20170927","운영중","","","","","","","","","","3240000201700010","운영"
"3670","은평뉴타운 폭포동 제3경로당","서울특별시 은평구 진관동 은평뉴타운 폭포동 ","","20120425","운영중","","","","","","","","","","3110000201600013","운영"
"3669","신사 대주파크빌 경로당","서울특별시 은평구 신사동 대주파크빌 ","","20171115","운영중","","","","","","","","","","3110000201700015","운영"
"3668","아크로리버파크 경로당","서울특별시 서초구 반포동 ","","20170420","운영중","","","","","","","26","","","3210000201700004","운영"
"3667","구립경원경로당","서울특별시 영등포구 문래동3가 ","","20170901","운영중","","","","","","","","","","3180000201700005","운영"
"3666","북한산힐스테이트7차116동경로당","서울특별시 은평구 불광동 북한산 힐스테이트7차116동 116동 ","","20120719","운영중","","","","","","","0","","","3110000201600003","운영"
"3665","은평지웰테라스 경로당","서울특별시 은평구 진관동 은평지웰테라스동 202호","","20180110","운영중","","","","","","","","","","3110000201800001","운영"
"3664","한신휴플러스8단지아파트경로당","서울특별시 강남구 율현동 강남한신휴플러스8단지 ","","20171226","운영중","","","","","","","","","","3220000201700017","운영"
"3663","청담래미안로이뷰아파트경로당","서울특별시 강남구 청담동 청담래미안로이뷰 ","","20171205","운영중","","","","","","","23","","","3220000201700016","운영"
"3662","샘마을 경로당","서울특별시 서초구 내곡동 1-2125 ","","20180213","운영중","","","","","","","","","","3210000201800001","운영"
"3661","북한산힐스테이트3차 3207동 경로당","서울특별시 은평구 불광동 북한산현대힐스테이트3차아파트 3207동 ","","20170627","운영중","","","","","","","","","","3110000201700012","운영"
"3660","불광롯데캐슬아파트경로당","서울특별시 은평구 불광동 ","","20140522","운영중","","","","","","","","","","3110000201700004","운영"
"3659","마곡힐스테이트경로당","서울특별시 강서구 마곡동 ","","20160921","운영중","","","","","","","50","","","3150000201600017","운영"
"3658","이수힐스테이트아파트 경로당","서울특별시 동작구 동작동 ","","20160502","운영중","","","","","","","0","","","3190000201600012",""
"3657","금천롯데캐슬골드파크1차아파트경로당","서울특별시 금천구 독산동 ","","20170626","운영중","","","","","","","","","","3170000201700003","운영"
"3656","까치공원경로당","서울특별시 중랑구 면목동 570번지 ","","20041224","운영중","","","","","","","0","0","35","3060000200400069","운영"
"3655","은행길경로당","서울특별시 중랑구 면목동 104-21번지 ","","20041213","운영중","","","","","","","27","0","27","3060000200400065","운영"
"3654","라이프미성경로당","서울특별시 중랑구 신내동 487번지 ","","20041202","운영중","","","","","","","0","0","0","3060000200400064","운영"
"3653","상봉1동구립경로당","서울특별시 중랑구 상봉동 228-2번지 ","","20041202","운영중","","","","","","","0","0","0","3060000200400063","운영"
"3652","샛별경로당","서울특별시 중랑구 망우동 421-36번지 ","","20041124","운영중","","","","","","","0","0","0","3060000200400062","운영"
"3651","구립학수경로당","서울특별시 중랑구 묵동 247-101번지 ","","20041102","운영중","","","","","","","77","0","0","3060000200400060","운영"
"3650","대성경로당","서울특별시 중랑구 면목동 347-4번지 ","","20041007","운영중","","","","","","","0","0","0","3060000200400056","운영"
"3649","우성타운경로당","서울특별시 중랑구 중화동 195-2번지 ","","20041006","운영중","","","","","","","20","0","0","3060000200400055","운영"
"3648","양지경로당","서울특별시 중랑구 면목동 230-22번지 ","","19780421","운영중","","","","","","","75","0","0","3060000200400049","운영"
"3647","용마폭포공원경로당","서울특별시 중랑구 면목동 산 1-4번지 ","","20040812","운영중","","","","","","","20","0","0","3060000200400047","운영"
"3646","현대아이파크경로당","서울특별시 중랑구 묵동 385번지 ","","20040527","운영중","","","","","","","0","0","23","3060000200400043","운영"
"3645","신내경로당","서울특별시 중랑구 신내동 388-1번지 ","","20040522","운영중","","","","","","","0","0","0","3060000200400041","운영"
"3644","한신아파트경로당","서울특별시 중랑구 면목동 193-1번지 ","","20040211","운영중","","","","","","","38","0","38","3060000200400018","운영"
"3643","한신아파트경로당","서울특별시 중랑구 중화동 450번지 ","","19971011","운영중","","","","","","","30","0","30","3060000200400017","운영"
"3642","태영데시앙아파트경로당","서울특별시 중랑구 상봉동 497번지 ","","20040211","운영중","","","","","","","38","0","38","3060000200400016","운영"
"3641","대원칸타빌아파트경로당","서울특별시 중랑구 면목동 581번지 ","","20040210","운영중","","","","","","","30","0","30","3060000200400015","운영"
"3640","신도아파트경로당","서울특별시 중랑구 묵동 167번지 ","","20020131","운영중","","","","","","","21","0","21","3060000200400014","운영"
"3639","신안2차아파트경로당","서울특별시 중랑구 묵동 382번지 ","","20040116","운영중","","","","","","","25","0","25","3060000200400013","운영"
"3638","청운경로당","서울특별시 중랑구 상봉동 305-1번지 ","","20030101","운영중","","","","","","","40","0","40","3060000200400011","운영"
"3637","현대아파트경로당","서울특별시 중랑구 면목동 1502번지 ","","19940929","운영중","","","","","","","44","0","44","3060000200400010","운영"
"3636","먹골경로당","서울특별시 중랑구 묵동 49-49번지 ","","20040108","운영중","","","","","","","44","0","44","3060000200400009","운영"
"3635","늘푸른동아아파트경로당","서울특별시 중랑구 면목동 715번지 ","","20040105","운영중","","","","","","","72","0","72","3060000200400008","운영"
"3634","면목5동제2구립경로당","서울특별시 중랑구 면목동 160-28번지 ","","20060306","운영중","","","","","","","0","0","0","3060000200600008","운영"
"3633","두산4,5단지 경로당","서울특별시 중랑구 면목동 1522번지 ","","20060306","운영중","","","","","","","0","0","23","3060000200600007","운영"
"3632","신내11단지아파트경로당","서울특별시 중랑구 신내동 661번지 ","","19960313","운영중","","","","","","","49","0","49","3060000200600006","운영"
"3631","신성미소지움아파트경로당","서울특별시 중랑구 면목동 1527번지 ","","20060126","운영중","","","","","","","22","0","22","3060000200600004","운영"
"3630","묵동신안3차아파트경로당","서울특별시 중랑구 묵동 384번지 ","","20060102","운영중","","","","","","","20","0","22","3060000200600002","운영"
"3629","풍림아파트경로당","서울특별시 중랑구 면목동 1514번지 ","","20051205","운영중","","","","","","","23","0","23","3060000200500041","운영"
"3628","면목7동 구립경로당","서울특별시 중랑구 면목동 364-36번지 ","","19871224","운영중","","","","","","","70","0","70","3060000200500040","운영"
"3627","경원아파트경로당","서울특별시 중랑구 신내동 449-1번지 ","","20051117","운영중","","","","","","","25","0","25","3060000200500037","운영"
"3626","중화1동구립경로당","서울특별시 중랑구 중화동 131-10번지 ","","19880910","운영중","","","","","","","0","0","33","3060000200500035","운영"
"3625","브라운스톤태능아파트경로당","서울특별시 중랑구 묵동 387번지 ","","20050920","운영중","","","","","","","0","0","25","3060000200500029","운영"
"3624","신내10단지아파트경로당","서울특별시 중랑구 신내동 660번지 ","","20050822","운영중","","","","","","","0","0","23","3060000200500027","운영"
"3623","서촌경로당","서울특별시 중랑구 상봉동 27번지 ","","20050628","운영중","","","","","","","0","0","0","3060000200500023","운영"
"3622","신안1차아파트경로당","서울특별시 중랑구 묵동 381번지 ","","20001024","운영중","","","","","","","0","0","0","3060000200500022","운영"
"3621","동부구립경로당","서울특별시 중랑구 면목동 139-10번지 ","","20050627","운영중","","","","","","","23","0","0","3060000200500021","운영"
"3620","면목5동제1구립경로당","서울특별시 중랑구 면목동 173-1번지 ","","19890527","운영중","","","","","","","35","0","0","3060000200500017","운영"
"3619","신내건영2차아파트경로당","서울특별시 중랑구 상봉동 63번지 ","","20050404","운영중","","","","","","","0","0","0","3060000200500015","운영"
"3618","신안2차아파트경로당","서울특별시 중랑구 묵동 382번지 ","","20050404","운영중","","","","","","","0","0","0","3060000200500014","운영"
"3617","면목2동구립경로당","서울특별시 중랑구 면목동 178-19번지 ","","19881128","운영중","","","","","","","0","0","0","3060000200500012","운영"
"3616","진로아파트경로당","서울특별시 중랑구 신내동 654번지 ","","20050201","운영중","","","","","","","0","0","0","3060000200500011","운영"
"3615","제일경로당","서울특별시 중랑구 면목동 1322-34번지 ","","20050128","운영중","","","","","","","0","0","0","3060000200500008","운영"
"3614","화랑마을경로당","서울특별시 중랑구 묵동 122-174번지 ","","19780210","운영중","","","","","","","0","0","0","3060000200600049","운영"
"3613","우정아파트경로당","서울특별시 중랑구 상봉동 496번지 ","","20060817","운영중","","","","","","","0","0","0","3060000200600048","운영"
"3612","삼호아파트경로당","서울특별시 중랑구 면목동 1513번지 ","","20060817","운영중","","","","","","","20","0","0","3060000200600047","운영"
"3611","면목금호어울림아파트","서울특별시 중랑구 면목동 1528번지 ","","20060731","운영중","","","","","","","23","0","23","3060000200600044","운영"
"3610","벽산아파트경로당","서울특별시 중랑구 신내동 437번지 ","","20060731","운영중","","","","","","","0","0","0","3060000200600042","운영"
"3609","동구햇살아파트경로당","서울특별시 중랑구 묵동 388번지 ","","20060628","운영중","","","","","","","20","0","20","3060000200600039","운영"
"3608","상봉2동구립경로당","서울특별시 중랑구 상봉동 122-31번지 ","","20060613","운영중","","","","","","","0","0","0","3060000200600034","운영"
"3607","새우개경로당","서울특별시 중랑구 신내동 278-11번지 ","","20060512","운영중","","","","","","","22","0","22","3060000200600030","운영"
"3606","신성은하수아파트경로당","서울특별시 중랑구 면목동 1519번지 ","","20060427","운영중","","","","","","","0","0","0","3060000200600027","운영"
"3605","신내동성4차아파트경로당","서울특별시 중랑구 신내동 591번지 ","","19970725","운영중","","","","","","","0","0","0","3060000200600026","운영"
"3604","(사)대한노인회중랑구지회","서울특별시 중랑구 중화동 321-37번지 ","","20060427","운영중","","","","","","","0","0","0","3060000200600025","운영"
"3603","양원경로당","서울특별시 중랑구 망우동 291-3번지 ","","20060406","운영중","","","","","","","0","0","0","3060000200600023","운영"
"3602","중앙하이츠경로당","서울특별시 중랑구 신내동 479번지 ","","20060406","운영중","","","","","","","25","0","0","3060000200600022","운영"
"3601","용마한신아파트경로당","서울특별시 중랑구 면목동 1077-1번지 ","","20060406","운영중","","","","","","","25","0","0","3060000200600021","운영"
"3600","본동경로당","서울특별시 중랑구 중화동 28-10번지 ","","20060406","운영중","","","","","","","0","0","25","3060000200600020","운영"
"3599","면목본동경로당","서울특별시 중랑구 면목동 109-55번지 ","","20060406","운영중","","","","","","","0","0","28","3060000200600019","운영"
"3598","중화극동아파트경로당","서울특별시 중랑구 중화동 19번지 ","","20060331","운영중","","","","","","","55","0","55","3060000200600018","운영"
"3597","새한아파트경로당","서울특별시 중랑구 신내동 795번지 ","","20060321","운영중","","","","","","","0","0","0","3060000200600014","운영"
"3596","백학경로당","서울특별시 중랑구 중화동 323-14번지 ","","20060321","운영중","","","","","","","0","0","0","3060000200600013","운영"
"3595","우림경로당","서울특별시 중랑구 망우동 492-6번지 ","","20060321","운영중","","","","","","","0","0","0","3060000200600012","운영"
"3594","봉황경로당","서울특별시 중랑구 상봉동 103-3번지 ","","19970605","운영중","","","","","","","25","0","0","3060000200600011","운영"
"3593","신내경남아너스빌아파트경로당","서울특별시 중랑구 신내동 804번지 ","","20071001","운영중","","","","","","","0","0","1","3060000200700030","운영"
"3592","경남아파트","서울특별시 중랑구 망우동 ","","19890520","운영중","","","","","","","25","0","1","3060000200700023","운영"
"3591","용마산금호어울림아파트경로당","서울특별시 중랑구 면목동 1525번지 ","","20070529","운영중","","","","","","","30","0","1","3060000200700021","운영"
"3590","경남아너스빌아파트경로당","서울특별시 중랑구 면목동 1529번지 ","","20070510","운영중","","","","","","","40","0","1","3060000200700017","운영"
"3589","중화2동 학구경로당","서울특별시 중랑구 중화동 316-70번지 ","","20070328","운영중","","","","","","","0","0","20","3060000200700012","운영"
"3588","묵1동구립경로당","서울특별시 중랑구 묵동 121-310번지 ","","20070327","운영중","","","","","","","20","0","20","3060000200700011","운영"
"3587","신내우남푸르미아아파트 경로당","서울특별시 중랑구 신내동 802번지 ","","20070105","운영중","","","","","","","23","0","1","3060000200700002","운영"
"3586","금호어울림아파트 경로당","서울특별시 중랑구 망우동 580번지 ","","20061226","운영중","","","","","","","51","0","1","3060000200600068","운영"
"3585","섬들경로당","서울특별시 중랑구 면목동 100-65번지 ","","19780701","운영중","","","","","","","33","0","33","3060000200600062","운영"
"3584","아남리치카운티아파트 경로당","서울특별시 중랑구 면목동 1505번지 ","","20061102","운영중","","","","","","","25","0","0","3060000200600061","운영"
"3583","대성유니드아파트 경로당","서울특별시 중랑구 신내동 803번지 ","","20061025","운영중","","","","","","","26","0","26","3060000200600060","운영"
"3582","상봉 건영캐스빌아파트 경로당","서울특별시 중랑구 상봉동 499번지 ","","20061023","운영중","","","","","","","24","0","24","3060000200600058","운영"
"3581","피울경로당","서울특별시 중랑구 신내동 417-2번지 ","","20080603","운영중","","","","","","","72","0","0","3060000200800032","운영"
"3580","중화1동 통합경로당","서울특별시 중랑구 중화동 37-4번지 ","","20080425","운영중","","","","","","","60","0","0","3060000200800021","운영"
"3579","해모르아파트경로당","서울특별시 중랑구 망우동 578번지 ","","20080321","운영중","","","","","","","27","0","0","3060000200800015","운영"
"3578","다우훼밀리아파트경로당","서울특별시 중랑구 신내동 796번지 101 101동 407호","","20080225","운영중","","","","","","","23","0","0","3060000200800005","운영"
"3577","용마동아아파트경로당","서울특별시 중랑구 면목동 1499번지 ","","20090706","운영중","","","","","","","0","0","0","3060000200900021","운영"
"3576","한일써너스빌리젠시경로당","서울특별시 중랑구 망우동 479번지 ","","20090624","운영중","","","","","","","0","0","0","3060000200900018","운영"
"3575","태릉시장 경로당","서울특별시 중랑구 중화동 314-1번지 306호","","20090404","운영중","","","","","","","0","0","0","3060000200900007","운영"
"3574","면목마젤란아파트경로당","서울특별시 중랑구 면목동 1531번지 ","","20090813","운영중","","","","","","","0","0","0","3060000200900023","운영"
"3573","충신 경로당","서울특별시 동작구 노량진동 186-1번지 ","","19990720","운영중","","","","","","","0","0","0","3190000111100031","운영"
"3572","삼호A","서울특별시 동작구 상도동 408번지 ","","19970324","운영중","","","","","","","0","0","0","3190000111100029","운영"
"3571","현대아파트 경로당","서울특별시 동작구 상도1동 ","","19990105","운영중","","","","","","","0","0","0","3190000111100028","운영"
"3570","대림아파트 경로당","서울특별시 동작구 상도동 411번지 ","","19961213","운영중","","","","20150101","","","0","0","0","3190000111100027","운영"
"3569","고경 경로당","서울특별시 동작구 상도동 ","","19871201","운영중","","","","","","","0","0","0","3190000111100026","운영"
"3568","청송","서울특별시 동작구 상도동 ","","19750902","운영중","","","","","","","0","0","0","3190000111100025","운영"
"3567","송학","서울특별시 동작구 상도동 210-249번지 ","","19750902","운영중","","","","","","","0","0","0","3190000111100024","운영"
"3566","성대골","서울특별시 동작구 상도동 261-16번지 ","","19961129","운영중","","","","","","","44","0","0","3190000111100023","운영"
"3565","약수","서울특별시 동작구 상도동 211-438번지 ","","19870121","운영중","","","","","","","0","0","0","3190000111100022","운영"
"3564","성대","서울특별시 동작구 상도동 336-5번지 ","","19770501","운영중","","","","","","","34","0","0","3190000111100021","운영"
"3563","상도3동","서울특별시 동작구 상도동 ","","19860520","운영중","","","","","","","27","0","0","3190000111100020","운영"
"3562","건영A","서울특별시 동작구 상도동 414번지 ","","19980930","운영중","","","","","","","0","0","0","3190000111100019","운영"
"3561","낙원","서울특별시 동작구 상도동 28-24번지 ","","19861122","운영중","","","","","","","0","0","0","3190000111100017","운영"
"3560","장수","서울특별시 동작구 상도동 200-52번지 ","","19720101","운영중","","","","","","","0","0","0","3190000111100016","운영"
"3559","상도2동 경로당","서울특별시 동작구 상도동 159-330번지 ","","19680303","운영중","","","","","","","0","0","0","3190000111100008","운영"
"3558","터널","서울특별시 동작구 상도1동 535번지 ","","19870123","운영중","","","","","","","0","0","0","3190000111100007","운영"
"3557","상도1동 경로당","서울특별시 동작구 상도동 ","","19870901","운영중","","","","","","","0","0","0","3190000111100006","운영"
"3556","백송 경로당","서울특별시 동작구 노량진동 273-19번지 ","","19971127","운영중","","","","","","","0","0","0","3190000111100005","운영"
"3555","백로","서울특별시 동작구 노량진동 314-6번지 ","","19781201","운영중","","","","","","","0","0","0","3190000111100004","운영"
"3554","우성아파트 경로당","서울특별시 동작구 노량진동 323번지 ","","19961105","운영중","","","","","","","0","0","0","3190000111100003","운영"
"3553","남성","서울특별시 동작구 노량진동 122-36번지 ","","19771001","운영중","","","","","","","0","0","0","3190000111100002","운영"
"3552","대한경로당","서울특별시 동작구 노량진동 84-33번지 ","","19671228","운영중","","","","","","","92","0","0","3190000111100001","운영"
"3551","상신A","서울특별시 동작구 사당동 304-13번지 ","","19790901","운영중","","","","","","","0","0","0","3190000111100060","운영"
"3550","사당4동","서울특별시 동작구 사당동 278-34번지 ","","19810707","운영중","","","","","","","0","0","0","3190000111100059","운영"
"3549","사당두산위브트레지움","서울특별시 동작구 사당동 두산위브 트레지움 ","","19801119","운영중","","","","","","","0","0","0","3190000111100058","운영"
"3548","경남아너스빌(대아A)","서울특별시 동작구 사당동 ","","19970802","운영중","","","","","","","0","0","0","3190000111100057","운영"
"3547","현대A","서울특별시 동작구 사당동 169-32번지 ","","19920528","운영중","","","","","","","0","0","0","3190000111100056","운영"
"3546","대림A","서울특별시 동작구 사당동 ","","19900317","운영중","","","","","","","0","0","0","3190000111100055","운영"
"3545","삼일공원","서울특별시 동작구 사당동 ","","19901221","운영중","","","","","","","0","0","0","3190000111100054","운영"
"3544","삼익","서울특별시 동작구 사당동 1132번지 ","","19801006","운영중","","","","","","","0","0","0","3190000111100053","운영"
"3543","삼화","서울특별시 동작구 사당동 ","","19820913","운영중","","","","","","","0","0","0","3190000111100052","운영"
"3542","극동아파트 경로당","서울특별시 동작구 사당동 극동아파트 ","","19940426","운영중","","","","","","","0","0","0","3190000111100051","운영"
